,south G(i) [kWh/m2],east G(i) [kWh/m2],north G(i) [kWh/m2],west G(i) [kWh/m2],T2m
4643,436.3420095026661,404.88483225046264,207.33152601608913,207.33152601608913,21.5
4644,540.607456650044,294.28596573987375,202.7635376072898,202.7635376072898,21.9
4645,574.6966324284081,183.33032583048657,183.33032583048657,280.3066694553062,22.7
4646,534.2563758834101,158.54551590217756,158.54551590217756,471.3444046879188,24.5
4647,407.74835009383946,160.1749284925762,160.1749284925762,582.3586159872839,24.7
4648,271.6274107005768,119.51061739016686,119.51061739016686,681.7235300267737,25.8
4649,125.21680603069566,103.57415351387951,103.57415351387951,589.3252683940522,24.7
4650,66.81700847528931,66.81700847528931,113.1554109117599,369.14539954628736,23.9
4651,24.160358496485095,24.160358496485095,26.120678423542547,29.68806131011033,22.5
4652,1.066549744937506,1.066549744937506,1.066549744937506,1.066549744937506,20.8
4653,0.0,0.0,0.0,0.0,19.5
4654,0.0,0.0,0.0,0.0,18.0
4655,0.0,0.0,0.0,0.0,16.8
4656,0.0,0.0,0.0,0.0,16.0
4657,0.0,0.0,0.0,0.0,15.2
4658,0.0,0.0,0.0,0.0,15.3
4659,0.0,0.0,0.0,0.0,15.0
4660,0.12499999999999999,0.12499999999999999,0.12499999999999999,0.12499999999999999,14.5
4661,14.842170507181152,39.24940282480953,29.490530322198406,14.842170507181152,14.3
4662,53.147977621918066,135.25792797767997,82.98918072908297,53.147977621918066,14.4
4663,94.89361179934566,268.45005693777614,122.85221493108772,94.89361179934566,15.0
4664,141.25128253361643,368.5938869115899,132.62858299980618,132.62858299980618,16.6
4665,225.89057291929336,397.1679496574878,165.47714363663744,165.47714363663744,16.9
4666,294.91239759034494,363.7436328504409,203.35796864588644,203.35796864588644,17.1
4667,440.8264739929805,407.7958331314295,204.53021363662108,204.53021363662108,19.1
4668,377.76332394132953,253.41777811534513,207.2286432393958,207.2286432393958,18.3
4669,244.64867487792282,176.22357335163971,176.22357335163971,193.04607930704734,17.9
4670,205.55811125937063,176.1847547727512,176.1847547727512,200.49815049933468,19.6
4671,265.76757804253333,170.58393877504366,170.58393877504366,331.80384474723536,18.5
4672,186.52216716715026,136.6653988495465,136.6653988495465,318.9438241682957,17.7
4673,108.38763056510598,103.09416214525017,103.09416214525017,215.57404166444465,17.9
4674,43.95647057740877,43.95647057740877,44.451352418984115,47.23533145103309,18.1
4675,17.383779160515004,17.383779160515004,17.383779160515004,17.383779160515004,16.5
4676,1.0665336196969122,1.0665336196969122,1.0665336196969122,1.0665336196969122,15.4
