u,v,MW,Diameter,Length,Losses [W],mass_flow_kg_s,velocity_m_s,Re_supply,Re_return,f_supply,f_return,dp_supply_Pa,dp_return_Pa,dp_total_Pa,dp_minor_supply_Pa,dp_minor_return_Pa,flow_regime_supply,flow_regime_return,V_dot_m3_s
60121892,958315910,1.0785323184361837,0.094,20.6,656.337,10.320883430011328,1.5408903544723243,449053.47197667556,325232.63703276106,0.014354370303474242,0.015008522575414471,2145.9580894587434,2193.1799820652905,4339.138071524034,343.7433301169684,338.3578193207944,turbulent,turbulent,0.010604452058982283
60121892,7018452997,7.69266395403267,0.207,65.74,2702.308,73.61400912949924,2.26636758860963,1454451.2342915204,1053404.6386100661,0.011844073692204565,0.012294255445508996,5405.496713598563,5495.224726129411,10900.721439727973,743.620764303494,731.9702759782284,turbulent,turbulent,0.07563657083978924
60121892,155463354,0.2729600938365552,0.054,63.92,1621.586,2.6120583142254086,1.1816964194104669,197832.73169086623,143282.84944773142,0.016646881589563744,0.017506350452756596,6841.539884128164,7071.768438815563,13913.308322943727,202.16345260659645,198.9961083668284,turbulent,turbulent,0.0026838252128615525
271243199,4859726967,0.22793041816372847,0.05,11.15,272.818,2.1811523269256314,1.1509502697769984,178412.39852003477,129217.428371258,0.016983228997478318,0.017872683627884727,1402.316530822546,1442.7516535103,2845.0681843328457,191.7802696334601,188.77560125995976,turbulent,turbulent,0.0022410799851650997
271243199,743320143,1.4067172201914426,0.104,26.0,859.17,13.461408805659739,1.6418535099300278,529378.3956333512,383408.97542141686,0.013962909853898151,0.014581871630321677,2660.7796743157346,2718.1653217480816,5378.944996063816,390.2650124810442,384.1506351129933,turbulent,turbulent,0.01383126408645272
304836567,390793108,0.03989957241691522,0.025,27.9,456.193,0.38181409011402123,0.8059025031796881,62462.732900460884,45239.421595085856,0.02097563289314266,0.02227185441842396,3762.4880893532954,3926.686690175882,7689.174779529178,94.02770069370328,92.55454571771277,turbulent,turbulent,0.0003923045194255852
318841175,1685780002,1.4832787784853445,0.106,18.26,607.474,14.194055296510474,1.6665000582504146,547658.2909857129,396648.42003357277,0.01388591802522696,0.014497666615406479,2005.018902248855,2043.1178226566674,4048.1367249055224,402.0698178190719,395.7704916795842,turbulent,turbulent,0.014584040206936398
318841599,9291804173,9.483631269332175,0.226,111.11,4681.509,90.75245233810695,2.343970071088963,1642324.4922691544,1189474.2136899263,0.01161990470476568,0.012054081620439,8368.818162951447,8516.247925574764,16885.06608852621,795.4171141270433,782.955119725188,turbulent,turbulent,0.09324589668904665
318841599,98916065,0.03249495566968017,0.024,60.42,959.047,0.3109565135854562,0.7121766752943427,52990.43149820455,38378.987913849414,0.02165659710821723,0.02304570170971219,6745.716174642422,7061.300245490809,13807.01642013323,73.4287776222091,72.27835101029578,turbulent,turbulent,0.00031950011480186085
318841599,159548677,0.01145114755199958,0.016,58.6,651.866,0.10958035934927828,0.5646811960069564,28010.559058690305,20287.000448563336,0.025006170985357734,0.026786628773833213,7092.624127972185,7475.3549836307075,14567.979111602894,46.16336501043655,45.44011228414559,turbulent,turbulent,0.00011259110474462524
